origin,diameter1,diameter2,height,buoyant_weight,weight,solid_parts,integuments,dry_integuments,digestive_tract,dry_digestive_tract,gonads,dry_gonads,skeleton,lantern,test,spines,maturity,sex
Farm,36.1,35.5,20.8,4.1834,21.75,17.19,13.21,7.22,2.66,0.29,0.24,0.03,6.4054,0.6053999999999999,2.23,3.57,0,NA
Farm,39.9,39.2,20.3,5.2774,26.79,20.03,15.54,8.86,2.01,0.26,1.87,0.47,8.0009,0.6509,3.05,4.3,2,M
Farm,37.3,36.4,20.4,4.2543,22.3,17.43,13.52,7.7,2.22,0.23,1.27,0.29,6.9418,0.6118,2.6,3.73,2,F
Farm,38.8,39.2,22.1,5.0444,28.08,22.38,16.64,9.24,2.59,0.31,1.75,0.41,8.2662,0.7362000000000001,3.28,4.25,2,M
Farm,40.1,39.8,20,5.0343,28.97,22.43,15.97,8.59,2.99,0.29,2.15,0.59,7.5988,0.6988000000000001,3.17,3.73,2,M
Farm,31.3,31,18.1,2.9282,14.51,10.46,8.91,4.98,1.12,0.15,0.33,0.05,4.5379000000000005,0.49660000000000004,1.736,2.3053,0,M
Farm,33.6,33.7,18.4,3.2322,16.92,11.8,9.86,5.54,1.46,0.2,0.09,0.01,5.0665,0.6166999999999998,1.9719999999999998,2.4778,0,NA
Farm,34,33.8,17.4,3.3943,16.71,12.68,10.21,5.83,1.65,0.22,0.62,0.15,5.3048,0.44799999999999995,1.9264000000000001,2.9303999999999997,1,F
Farm,32.8,33.6,17.9,3.1815,16.99,11.89,9.92,5.46,1.49,0.19,0.24,0.04,4.9803,0.4686,2.0325999999999995,2.4791,0,NA
Farm,34.3,35.4,16.3,3.5868,18.19,14.8,11.64,6.2,1.59,0.19,1.08,0.29,5.491,0.5706000000000002,2.2661,2.6543,1,F
Farm,31.9,31.6,16.2,2.6445,14.77,11.51,8.98,4.58,1.41,0.15,0.79,0.16,4.006,0.4612,1.7906000000000002,1.7541,2,F
Farm,34.5,34.3,15.2,2.8066,15.72,12.73,9.85,4.9,1.87,0.2,0.55,0.12,4.2764999999999995,0.5473999999999997,2.2841,1.445,2,F
Farm,30.8,30.5,14.6,2.2088,13.02,8.48,7.15,3.82,0.99,0.12,0.01,0.01,3.463,0.31430000000000025,1.6064999999999998,1.5422000000000002,0,NA
Farm,31.7,32.1,14.6,2.2696,13.43,10.88,8.4,4.05,1.25,0.14,0.74,0.17,3.5414,0.4375,1.7610999999999999,1.3428,2,F
Farm,34.4,35.2,17.4,2.9687,16.89,10.84,9.55,5.14,0.76,0.08,0.1,0.02,4.7391000000000005,0.5087,1.8679,2.3625,1,F
Farm,24.2,23.7,11.1,1.0741,5.72,4.25,3.66,1.88,0.40290000000000004,0.047900000000000005,0.13019999999999998,0.030000000000000002,1.6597,0.1686,0.6612,0.8299,0,NA
Farm,22.8,22.9,11.4,1.0133,4.93,4,3.39,1.74,0.46890000000000004,0.0752,0.0695,0.0175,1.5173999999999999,0.1359,0.5603999999999999,0.8211000000000002,0,NA
Farm,21.4,20.7,11,0.8613000000000001,4.35,3.47,2.89,1.51,0.2651,0.0478,0.0906,0.0219,1.3188,0.14440000000000008,0.5284,0.646,0,F
Farm,21.5,21.6,11.1,0.8714000000000001,4.38,3.44,2.96,1.57,0.3095,0.0507,0.048100000000000004,0.009600000000000001,1.3882000000000003,0.12970000000000015,0.5321,0.7264,0,NA
Farm,24.2,24.6,10,1.2159,6.17,4.79,4.09,2.14,0.4142,0.07420000000000004,0.1361,0.0287,1.875,0.1701,0.7111,0.9939,0,NA
Farm,21.6,22.4,9.9,1.0842,4.92,4.07,3.33,1.86,0.3066,0.053100000000000036,0.0765,0.0183,1.6404,0.1668,0.4993,0.9742000000000001,0,NA
Farm,24,23.2,10.1,1.3679000000000001,6.26,5.06,4.23,2.35,0.44279999999999997,0.0687,0.031900000000000005,0.0078000000000000005,2.1022,0.1761,0.6436999999999999,1.2824,0,NA
Farm,23.7,23.5,10.7,1.2869,6.31,4.83,4.11,2.24,0.36870000000000003,0.0632,0.018000000000000016,0.0029000000000000002,2.0108,0.1817,0.643,1.1861000000000002,0,NA
Farm,21.8,22.3,9.5,0.9626,4.74,3.89,3.07,1.65,0.36519999999999997,0.06330000000000002,0.020299999999999985,0.0033,1.4944000000000002,0.1362000000000001,0.46519999999999995,0.893,0,NA
Farm,21.3,22.1,10.2,1.1146,5.14,4.02,3.37,1.92,0.17120000000000002,0.0373,0.0074,0,1.7412,0.15510000000000002,0.5019,1.0842,0,NA
Farm,17,17.1,7.4,0.537,2.47,2.12,1.71,0.92,0.17490000000000006,0.0241,0.0325,0.025900000000000003,0.8119000000000001,0.0703,0.264,0.47759999999999997,0,NA
Farm,16.4,16.2,8.4,0.5168,2.42,2.01,1.59,0.88,0.17830000000000001,0.023299999999999987,0.0779,0.0558,0.7579999999999999,0.024599999999999955,0.24829999999999997,0.4851,0,NA
Farm,16.8,16.8,7.2,0.43570000000000003,2.03,1.85,1.33,0.75,0.1378999999999999,0.01529999999999998,NA,NA,0.6566000000000001,0.0575,0.2046,0.39449999999999996,0,NA
Farm,19.6,19.4,7.7,0.3141,1.69,1.55,1.22,0.58,0.1301,0.014700000000000001,0.013600000000000001,0.0045000000000000005,0.5171,0.046900000000000004,0.16400000000000003,0.30610000000000004,0,NA
Farm,18.2,17.7,7.6,0.537,2.65,2.29,1.85,0.96,0.263,0.0307,0.0048000000000000004,0,0.8586,0.07315,0.25869999999999993,0.5267,0,NA
Farm,16.7,17.2,8.5,0.5674,2.43,2.29,1.84,1.02,0.1661,0.02290000000000003,0.021499999999999964,0.0034000000000000002,0.9046000000000001,0.075,0.3399000000000001,0.48960000000000015,0,NA
Farm,16.5,16.5,7.9,0.5472,2.32,2.18,1.8,1.01,0.09770000000000001,0.014700000000000001,0.02529999999999999,0.0051,0.8965000000000002,0.0908,0.31889999999999996,0.4868,0,NA
Farm,16.8,16.7,8.2,0.4864,2.22,2.13,1.63,0.88,0.1704,0.020800000000000003,0.0154,0.0020000000000000018,0.7713999999999999,0.0877,0.29610000000000003,0.38759999999999994,0,NA
Farm,17.3,17.2,8.5,0.4864,2.52,2.34,1.72,0.89,0.14439999999999997,0.0167,0.023700000000000002,0.0032,0.7938000000000001,0.0772,0.3077,0.409,0,NA
Farm,17,16.6,7.9,0.43570000000000003,2.05,1.98,1.43,0.83,0.1462,0.0212,0.026600000000000002,0.0051,0.7421,0.0723,0.26890000000000003,0.40090000000000003,0,NA
