origin,diameter1,diameter2,height,buoyant_weight,weight,solid_parts,integuments,dry_integuments,digestive_tract,dry_digestive_tract,gonads,dry_gonads,skeleton,lantern,test,spines,maturity,sex
Fishery,18.8,18.7,8.7,0.8715,3.36,2.86,2.43,1.49,0.13060000000000005,0.02980000000000005,0.17859999999999998,0.055400000000000005,1.3389000000000002,0.12309999999999999,0.5444,0.6714000000000001,0,NA
Fishery,18.5,18.4,9.6,0.8411000000000001,3.05,2.71,2.38,1.48,0.18450000000000005,0.0325,0.0388,0.0098,1.3384999999999998,0.1074,0.4995999999999998,0.7314999999999999,0,NA
Fishery,17.4,18.1,9.3,0.8310000000000001,2.99,2.58,2.11,1.33,0.22550000000000003,0.03600000000000003,0.014000000000000012,0.0026000000000000003,1.2062,0.0968,0.4759,0.6335,0,NA
Fishery,17.6,17.4,8.9,0.8918,3.07,2.57,2.25,1.44,0.11809999999999998,0.025399999999999978,0.059599999999999986,0.017900000000000027,1.322,0.1259999999999999,0.46,0.7360000000000001,0,NA
Fishery,14.6,15,8,0.40540000000000004,1.61,1.46,1.09,0.7,0.03410000000000002,0.0232,0.0724,9.000000000000001e-4,0.6355000000000002,0.0666,0.24049999999999994,0.32839999999999997,0,NA
Fishery,17.8,17.7,8.7,0.7702,2.97,2.65,2.08,1.27,0.34240000000000004,0.051000000000000045,0.0088,0.0014,1.1572,0.1039,0.40349999999999997,0.6498,0,NA
Fishery,15.6,15.5,7.6,0.5067,1.91,1.66,1.39,0.85,0.1496,0.030500000000000027,0.012400000000000001,0.0040000000000000036,0.7598,0.0698,0.2933000000000001,0.39670000000000005,0,NA
Fishery,52.6,51.7,28.3,12.34,59.75,49.64,35.33,20.46,4.4113,0.4646,9.3944,2.3327,18.5937,1.1368999999999998,7.995,9.4618,2,M
Fishery,51.8,52.9,22.6,12.3704,62.67,43.78,33.27,20.5,6.000299999999999,0.7469999999999999,4.0237,1.1525,18.7568,1.0336000000000003,7.9788,9.744399999999999,1,M
Fishery,52.4,50.3,22.2,12.492,58.52,45.96,33.68,20.8,4.9883999999999995,0.6079999999999999,6.4002,1.665,18.9889,1.0823999999999998,8.3184,9.5881,1,F
Fishery,49,51.2,22.9,11.489,53.09,38.46,31.71,19.23,3.6216000000000004,0.3684,2.7321,0.7676999999999999,17.5732,1.0048,7.5769,8.9915,1,F
Fishery,49.9,50.6,23.6,12.421,58.38,43.51,32.71,20.58,3.13,0.42950000000000005,6.4219,1.7243000000000004,19.033299999999997,1.1364999999999998,7.8045,10.0923,0,F
Fishery,46.3,45.1,24.6,12.5728,49.78,40.86,31.02,20.58,3.1997,0.48350000000000004,6.1591000000000005,1.79,19.1804,0.9910000000000001,7.4012,10.7882,1,M
Fishery,48.7,48.8,25.4,11.6205,53.56,42.05,32.81,19.41,4.175999999999999,0.5844,4.1519,1.1224,17.7817,1.1654,7.0436,9.572700000000001,0,F
Fishery,45.1,44.3,24.8,11.4787,46.43,37.27,28.79,19.06,2.6995999999999998,0.4001,4.9687,1.1831999999999998,17.8337,0.9984000000000002,6.794600000000001,10.0407,2,M
Fishery,44.6,43.2,22.4,9.0877,39.12,30.77,24.24,15.14,3.518,0.48519999999999996,2.2991,0.67490000000000006,14.1555,0.8046000000000002,5.9432,7.4077,0,M
Fishery,50,49.9,30,12.8363,60.93,44.56,35.24,21.42,2.7512,0.2652,5.4098,1.4401999999999997,19.8458,1.0467000000000004,8.416599999999999,10.3825,2,M
Fishery,39.2,39.6,24,7.5067,30.77,27.05,19.56,12.36,1.5076,0.2619,5.619,1.2241,11.6522,0.7535999999999996,4.7997000000000005,6.0989,2,M
Fishery,38.5,38.6,22.3,7.1015,30.28,26.46,19.24,11.77,1.4868000000000001,0.23370000000000002,5.1761,1.5293,10.8131,0.7003000000000004,4.1523,5.9605,2,M
Fishery,41.6,42,23.6,8.2361,35.98,29.42,23.06,13.88,2.776,0.357,3.1088,0.7575999999999999,12.6021,0.7971000000000004,4.6691,7.1359,2,M
Fishery,40,40.1,21.9,7.8309,33.96,26.73,20.79,13.04,2.0792,0.3162999999999999,3.0097,0.8991,12.0869,0.7252999999999998,4.727799999999999,6.6338,0,F
Fishery,43.6,44.8,25.7,9.6746,40.95,36.86,25.61,16.09,2.1757,0.32299999999999995,8.668,1.9825,14.6964,0.7814999999999999,5.8636,8.051300000000001,2,F
Fishery,15,15.3,7.6,NA,1.4978,1.148,1.0463,0.612,0.0205,0.0047,0,0,0.2838000000000003,0.0631,0.0876,0.1331,0,NA
Fishery,13.5,13.2,6.6,NA,1.134,1.053,0.9177,0.5177,0.053100000000000036,0.010299999999999976,0.0097,0.0033,0.4381999999999998,0.049,0.13739999999999997,0.2517999999999999,0,NA
Fishery,12.9,14.3,6.9,NA,1.132,1.011,0.8169,0.4997,0.031200000000000006,0.006900000000000001,8e-4,3.0000000000000003e-4,0.5916999999999998,0.050800000000000005,0.37460000000000004,0.1663,0,NA
Fishery,11.8,12,6.6,NA,0.8455,0.73,0.6181,0.3794,0.03049999999999997,0.0086,0.007200000000000001,0.0025,0.2218,0.039400000000000004,0.0228,0.15959999999999996,0,NA
Fishery,13.1,13,6.8,NA,1.195,1.072,0.8876,0.555,0.052000000000000046,0.011700000000000044,0,0,0.5113,0.0495,0.24299999999999988,0.2188,0,NA
Fishery,8.1,8.1,4.2,NA,0.238,0.1935,0.1654,0.1005,0.0029000000000000002,9.000000000000001e-4,0,0,0.20860000000000012,0.013300000000000001,0.13490000000000002,0.06040000000000001,0,NA
Fishery,7.9,7.8,4.1,NA,0.24,0.1914,0.1721,0.1158,0.0038000000000000004,0.0016,0,0,0.055900000000000005,0.0129,0.009300000000000001,0.03369999999999995,0,NA
Fishery,9.6,9.9,4.7,NA,0.4614,0.4122,0.3727,0.2328,0.005,0.0020000000000000018,0,0,0.34199999999999997,0.023800000000000043,0.15979999999999994,0.15839999999999999,0,NA
Fishery,6.9,7.3,3.7,NA,0.1707,0.1551,0.1332,0.0867,0.0023,9.000000000000001e-4,0,0,0.15899999999999992,0.011,0.11239999999999983,0.035599999999999965,0,NA
Fishery,9.6,9.4,5.1,NA,0.438,0.4068,0.3405,0.2236,0.008,0.0022,0,0,0.2089999999999999,0.0189,0.037900000000000045,0.15219999999999995,0,NA
